ano;questao_na_prova;situacao;id_no_site;gabarito_novas;confianca_gabarito;enunciado
2011;30;já existia (ano marcado);coluna-0254;;;O reflexo bulbocavernoso positivo no trauma raquimedular indica
2011;31;já existia (ano marcado);trauma-0857;;;Na fratura articular do calcâneo, a classificação tomográfica de SANDERS baseia-se no plano
2011;32;já existia (ano marcado);tumores-0278;;;No osteossarcoma primário, o fator prognóstico mais importante no momento do diagnóstico é
2011;33;já existia (ano marcado);trauma-0858;;;Na fratura-luxação de GALEAZZI no adulto, o tratamento de escolha é a redução
2011;34;já existia (ano marcado);pediatria-0415;;;Na epifisiólise proximal do fêmur aguda, segundo LODER et al, o fator preditivo relacionado à osteonecrose é
2011;35;já existia (ano marcado);ombro-cotovelo-0343;;;A tendinite calcárea do ombro é mais comum, em ordem decrescente, nos tendões dos músculos
2011;36;NOVA (adicionada e comentada);pediatria-0649;C;alta;Na pronação dolorosa, ocorre subluxação
2011;37;já existia (ano marcado);joelho-0218;;;A ruptura do tendão do quadríceps com acometimento bilateral ocorre mais frequentemente em
2011;38;já existia (ano marcado);mao-0516;;;A deformidade de KIRNER acomete a
2011;39;já existia (ano marcado);trauma-0859;;;A osteossíntese do processo odontoide com parafuso é indicada na fratura classificada por ANDERSON e D’ALONSO como do tipo II com
2011;40;NOVA (adicionada e comentada);pediatria-0650;D;alta;Na fratura triplanar do tornozelo, o fator responsável pelo padrão de lesão é
2011;41;já existia (ano marcado);tumores-0279;;;No mieloma múltiplo, o local mais comum de fratura patológica é
2011;42;já existia (ano marcado);pediatria-0416;;;São diagnósticos diferenciais da doença de BLOUNT a
2011;43;já existia (ano marcado);pediatria-0266, pediatria-0417, pediatria-0457;;;O principal sinal da displasia do desenvolvimento do quadril na criança com dois anos de idade é
2011;44;já existia (ano marcado);ombro-cotovelo-0344;;;Os ligamentos acromioclaviculares são restritores primários da translação da clavícula para
2011;45;já existia (ano marcado);pe-tornozelo-0267;;;Para o pé plano valgo flexível, indica-se o tratamento com palmilhas
2011;46;já existia (ano marcado);joelho-0219;;;Na luxação traumática da patela, o fator que mais predispõe a recidiva é a
2011;47;já existia (ano marcado);mao-0517;;;Na mão torta radial, o músculo frequentemente normal é o
2011;48;já existia (ano marcado);trauma-0860;;;O tipo mais comum de fratura-explosão da coluna toracolombar compromete
2011;49;já existia (ano marcado);conceitos-basicos-0224;;;A redução anatômica com estabilidade absoluta é mais bem indicada na fratura classificada pela AO como do tipo
2011;50;já existia (ano marcado);tumores-0280;;;O condrossarcoma secundário é mais prevalente na
2011;51;já existia (ano marcado);quadril-0204;;;A causa mais frequente de artrose do quadril é
2011;52;já existia (ano marcado);pediatria-0418;;;No pé torto congênito, o primeiro gesso na técnica de PONSETI corrige o
2011;53;NOVA (adicionada e comentada);trauma-1086;A;alta;A fratura do terço distal da clavícula do grupo II, tipo IIA, de ALLMAN é
2011;54;NOVA (adicionada e comentada);pediatria-0651;D;alta;Na fratura do terço proximal do fêmur de criança, a necrose avascular da cabeça é menos observada no caso classificado por DELBET como do tipo
2011;55;já existia (ano marcado);joelho-0220;;;Na ruptura aguda do ligamento cruzado anterior, a lesão associada mais comum é a
2011;56;já existia (ano marcado);mao-0518;;;O retalho antebraquial radial é inervado por ramos do nervo
2011;57;já existia (ano marcado);tumores-0281;;;Para o tratamento do cisto ósseo simples, o método proposto por SCAGLIETTI consiste na
2011;58;já existia (ano marcado);trauma-0861;;;Na redução aberta da fratura do tálus, o acesso ântero-medial é indicado se houver
2011;59;já existia (ano marcado);tumores-0282;;;Na lesão metastática de origem desconhecida, os principais locais em que se encontra o tumor primário são
2011;60;já existia (ano marcado);trauma-0862;;;Na fratura de olécrano, a classificação de MAYO leva em consideração
2011;61;já existia (ano marcado);pediatria-0419;;;A osteogênese imperfeita do tipo IB de SILLENCE caracteriza-se por esclera azulada, defeito de colágeno tipo
2011;62;já existia (ano marcado);ombro-cotovelo-0345;;;Na lesão do tendão do subescapular, é comum a associação com rotura do tendão
2011;63;NOVA (adicionada e comentada);pediatria-0652;D;alta;Na fratura supracondiliana do úmero de criança, a causa mais frequente de cúbito varo é a
2011;64;já existia (ano marcado);joelho-0221;;;A lesão no joelho que mais frequentemente causa dor no compartimento contralateral é a da porção
2011;65;já existia (ano marcado);mao-0519;;;A compressão do ramo profundo do nervo radial na arcada de FROHSE ocorre na
2011;66;já existia (ano marcado);coluna-0255;;;Na estenose do canal lombar, a raiz nervosa mais frequentemente envolvida é
2011;67;já existia (ano marcado);trauma-0863;;;Na fratura desviada do colo do fêmur, o risco de necrose avascular é menor com a redução
2011;68;NOVA (adicionada e comentada);pediatria-0653;A;alta;Na criança, o sobrecrescimento ósseo observado após amputação traumática ocorre mais frequentemente
2011;69;já existia (ano marcado);quadril-0205;;;Na artroplastia total do quadril, o fator mais importante na formação do hematoma pós-operatório é
2011;70;já existia (ano marcado);pediatria-0420;;;Na paralisia cerebral, a atetose é consequente do dano
2011;71;já existia (ano marcado);ombro-cotovelo-0346;;;Na artrose primária do ombro com integridade do manguito rotador, os melhores resultados clínicos são obtidos com a prótese
2011;72;já existia (ano marcado);pe-tornozelo-0268;;;Para o hálux valgo leve com articulação metatarsofalângica congruente, recomenda-se o tratamento cirúrgico pela técnica de
2011;73;já existia (ano marcado);joelho-0222;;;Com os joelhos em 90 graus de flexão, a diferença de 10 graus na rotação lateral da perna indica lesão do
2011;74;já existia (ano marcado);trauma-0864;;;A posição recomendada para artrodese da interfalângica proximal do dedo indicador é de
2011;75;já existia (ano marcado);mao-0520;;;No tratamento tardio da paralisia obstétrica, o procedimento de SEVER-L'EPISCOPO tem como objetivo a melhora da
2011;76;já existia (ano marcado);trauma-0865;;;A quebra dos parafusos de bloqueio distal de uma haste intramedular na fratura da diáfise da tíbia está relacionada
2011;77;já existia (ano marcado);pe-tornozelo-0269;;;A deformidade em martelo dos dedos do pé sem associação com sinovite ou deformidade metatarsofalângica é
2011;78;já existia (ano marcado);trauma-0866;;;No acesso de HENRY para a diáfise do rádio proximal, a estrutura com maior risco de lesão é
2011;79;já existia (ano marcado);pediatria-0421;;;A artrogripose múltipla tem como lesão visceral associada mais frequentemente no
2011;80;já existia (ano marcado);trauma-0867;;;Na fratura do tubérculo maior do úmero, a redução é dificultada por interposição
2011;81;já existia (ano marcado);trauma-0868;;;Na lesão de MONTEGGIA, o procedimento de BELL-TAWSE utiliza, para a reconstrução do ligamento anular, a aponeurose do músculo
2011;82;já existia (ano marcado);trauma-0869;;;Na evolução da fratura de estresse do colo do segundo metatarsal, a dor e o edema são, respectivamente,
2011;83;já existia (ano marcado);mao-0521;;;No teste de WATSON, a subluxação do escafoide é observada movendo-se o punho de
2011;84;já existia (ano marcado);conceitos-basicos-0225;;;Na discite sem osteomielite no paciente adulto, a via de infecção é
2011;85;já existia (ano marcado);trauma-0870;;;Na osteossíntese do fêmur com haste intramedular anterógrada, o ponto de entrada trocantérico apresenta vantagem por
2011;86;já existia (ano marcado);tumores-0283;;;No sarcoma de EWING, as metástases são mais frequentes no
2011;87;já existia (ano marcado);quadril-0206;;;Na osteonecrose da cabeça femoral, segundo a classificação de FICAT e ARLET, o tecido ósseo novo depositado entre as trabéculas necróticas é característico da fase
2011;88;já existia (ano marcado);conceitos-basicos-0226;;;A osteomielite subaguda tipo III de ROBERT et al localiza-se na região
2011;89;já existia (ano marcado);ombro-cotovelo-0347;;;Na luxação do ombro em pacientes com idade superior a 40 anos, é frequente a lesão
2011;90;já existia (ano marcado);pe-tornozelo-0270;;;Na artropatia de CHARCOT, a articulação mais comumente envolvida é a
2011;91;já existia (ano marcado);quadril-0207;;;A bursite que se relaciona com o quadril em ressalto é a
2011;92;já existia (ano marcado);trauma-0871;;;Na luxação traumática dorsal da articulação metacarpofalângica do polegar, a estrutura que impede a redução fechada é o tendão do
2011;93;já existia (ano marcado);trauma-0872;;;Na síndrome compartimental da perna, os compartimentos mais frequentemente acometidos são o
2011;94;já existia (ano marcado);trauma-0873;;;A fratura exposta da diáfise dos ossos do antebraço do adulto deve ser preferencialmente fixada na emergência com
2011;95;já existia (ano marcado);osteometabolicas-0064;;;No indivíduo do sexo masculino, o hipogonadismo caracteriza-se por
2011;96;NOVA (adicionada e comentada);pediatria-0654;B;alta;No descolamento epifisário do fêmur distal, segundo a classificação de SALTER-HARRIS, o tipo mais frequentemente encontrado é o
2011;97;já existia (ano marcado);pediatria-0422;;;A fratura mais comum na criança com idade inferior a dois anos, vítima de maus tratos, é a
2011;98;já existia (ano marcado);ombro-cotovelo-0348;;;O mecanismo da instabilidade póstero-lateral do cotovelo ocorre por atuação de uma força axial no membro superior com o cotovelo em
2011;99;já existia (ano marcado);trauma-0874;;;A fratura da faceta ântero-medial do processo coronoide relaciona-se à
2011;100;NOVA (adicionada e comentada);pediatria-0655;D;alta;Na fratura do côndilo lateral na criança, é recomendado evitar, no acesso cirúrgico, a dissecção
2012;1;NOVA (adicionada e comentada);pediatria-0656;B;alta;Na luxação congênita da cabeça do rádio, o desvio mais frequente é
2012;2;já existia (ano marcado);mao-0488, mao-0509;;;A ectrodactilia, segundo SWANSON, corresponde a uma
2012;3;já existia (ano marcado);mao-0510, pe-tornozelo-0252;;;A camptodactilia caracteriza-se mais comumente como uma deformidade em flexão do dedo mínimo na articulação
2012;4;já existia (ano marcado);mao-0489, mao-0511;;;A deformidade de MADELUNG é usualmente reconhecida
2012;5;já existia (ano marcado);pediatria-0389, pediatria-0407;;;Na coxa vara do desenvolvimento, o tratamento cirúrgico é indicado quando o ângulo cérvico-diafisário e o epifisário de HILGENREINER são, respectivamente,
2012;6;já existia (ano marcado);conceitos-basicos-0205, conceitos-basicos-0223;;;Na artrite séptica do quadril, um dos preditores diagnósticos descritos por KOCHER é a presença de
2012;7;já existia (ano marcado);pediatria-0390, pediatria-0408;;;A sinovite transitória do quadril acomete principalmente crianças na faixa etária de
2012;8;já existia (ano marcado);quadril-0192, quadril-0202;;;Na artroplastia total de quadril, os fatores de risco para a ocorrência de fratura periprotética são
2012;9;já existia (ano marcado);quadril-0193, quadril-0203;;;O músculo glúteo médio é inervado pelo ramo
2012;10;já existia (ano marcado);quadril-0194;;;O portal utilizado para acessar o compartimento central do quadril e a estrutura neurovascular em risco são respectivamente o
2012;11;já existia (ano marcado);mao-0490;;;Na cirurgia de WILKINSON E CAMPBELL para a correção da escápula alta congênita, a associação da osteotomia da clavícula tem como objetivo
2012;12;já existia (ano marcado);tumores-0267;;;O mieloma múltiplo localiza-se mais frequentemente
2012;13;já existia (ano marcado);trauma-0812;;;A complicação mais frequente do tratamento da fratura do capítulo do úmero é a
2012;14;já existia (ano marcado);mao-0491;;;Na classificação das deficiências congênitas nos membros, o tipo T / 1 representa hemimelia
2012;15;NOVA (adicionada e comentada);pediatria-0657;B;baixa;Dentre as fraturas que acometem crianças e adolescentes, as da clavícula, segundo GUARNIERO et al., têm índice percentual em torno de
2012;16;NOVA (adicionada e comentada);pediatria-0658;D;média;A fratura supracondilar do úmero mais frequente no cotovelo flutuante na criança, segundo SONI et al., é a do tipo GARTLAND
2012;17;NOVA (adicionada e comentada);pediatria-0659;C;média;A fratura do colo do rádio deslocada lateralmente e associada à deformidade plástica em varo do olécrano é classificada como variante de MONTEGGIA tipo
2012;18;NOVA (adicionada e comentada);pediatria-0660;D;média;As fraturas do anel pélvico na criança envolvendo o ramo anterior do púbis e um elemento posterior, segundo TORODE e ZIEG, são do tipo
2012;19;NOVA (adicionada e comentada);pediatria-0661;B;alta;A fratura da tuberosidade da tíbia na criança, do tipo III de WATSON JONES modificado por OGDEN, corresponde à de SALTER-HARRIS do tipo
2012;20;NOVA (adicionada e comentada);pediatria-0662;A;alta;A fratura triplanar do tornozelo na criança tem aparência radiográfica nas incidências em AP e perfil, respectivamente, de lesão fisária tipo SALTER-HARRIS
2012;21;NOVA (adicionada e comentada);pediatria-0663;D;alta;A camada fisária de calcificação provisória se caracteriza pela presença de produção de matriz, hipertrofia celular, matriz de ossificação e
2012;22;já existia (ano marcado);tumores-0268;;;No tumor de células gigantes, a célula predominante tem aspecto semelhante ao
2012;23;já existia (ano marcado);trauma-0813;;;A fratura subtrocantérica com mais de quatro fragmentos, segundo SEINSHEIMER, é a do tipo
2012;24;já existia (ano marcado);trauma-0814;;;Nas fraturas do sacro, a zona de DENIS mais frequentemente associada à lesão neurológica é a
2012;25;já existia (ano marcado);trauma-0815;;;A síndrome de GRISEL corresponde a uma subluxação rotatória C1-C2 de origem
2012;26;já existia (ano marcado);coluna-0238;;;O movimento de flexoextensão da coluna cervical ocorre principalmente no segmento occipitocervical e entre
2012;27;NOVA (adicionada e comentada);coluna-0304;B;alta;A luxação unifacetária da coluna cervical baixa corresponde, segundo a classificação de ALLEN, à lesão do tipo
2012;28;já existia (ano marcado);coluna-0239;;;Nas lesões do tipo SCIWORA, o prognóstico de recuperação da deficiência neurológica é relacionado
2012;29;já existia (ano marcado);coluna-0240;;;Na avaliação da maturidade óssea na escoliose idiopática, o fechamento da cartilagem trirradiada do acetábulo corresponde
2012;30;NOVA (adicionada e comentada);pediatria-0664;B;baixa;A causa mais comum de sinostose dos ossos do antebraço após a lesão de MONTEGGIA é a
2012;31;NOVA (adicionada e comentada);pediatria-0665;D;média;A correção da deformidade plástica traumática nos ossos do antebraço da criança deve ser realizada quando a deformidade exceder
2012;32;já existia (ano marcado);ombro-cotovelo-0324;;;Na fossa cubital, as quatro estruturas presentes de lateral para medial são o
2012;33;já existia (ano marcado);mao-0492;;;A coluna central do carpo é constituída pelo semilunar, capitato e
2012;34;já existia (ano marcado);joelho-0207;;;Os meniscos apresentam maior capacidade de suportar forças de
2012;35;já existia (ano marcado);joelho-0208;;;A estrutura do canto póstero-lateral do joelho que desempenha função estabilizadora estática às forças posteriores e aos momentos em varo e rotação lateral é o
2012;36;já existia (ano marcado);joelho-0209;;;O ligamento cruzado anterior é irrigado principalmente pela artéria
2012;37;já existia (ano marcado);pe-tornozelo-0253;;;No tratamento cirúrgico do hálux rígido com queilectomia, é necessária uma dorsiflexão intraoperatória de no mínimo
2012;38;já existia (ano marcado);joelho-0210;;;A ruptura do ligamento patelar ocorre com maior frequência
2012;39;já existia (ano marcado);joelho-0211;;;Na artrose do joelho, é considerado fator de bom prognóstico do desbridamento artroscópico a presença de
2012;40;já existia (ano marcado);pediatria-0391;;;A mucopolissacaridose caracterizada pela deficiência da α-L-iduronidase é a do tipo
2012;41;já existia (ano marcado);coluna-0241;;;Na hérnia de disco cervical com compressão medular, os sinais clínicos mais precoces são
2012;42;já existia (ano marcado);coluna-0242;;;A espondilolistese degenerativa ocorre mais frequentemente no
2012;43;já existia (ano marcado);conceitos-basicos-0206;;;A rigidez do implante consiste em sua capacidade de resistir
2012;44;já existia (ano marcado);conceitos-basicos-0207;;;A osteomielite hematogênica aguda por Hemophilus influenzae ocorre primariamente em criança com idade entre
2012;45;já existia (ano marcado);mao-0493;;;No período fetal, a rotação dos membros superiores e inferiores é de, respectivamente,
2012;46;já existia (ano marcado);joelho-0212;;;O platô tibial lateral, se comparado ao medial, é mais
2012;47;já existia (ano marcado);joelho-0213, pediatria-0392;;;No joelho da criança, o menisco discoide de WRISBERG relaciona-se com a osteocondrite dissecante do
2012;48;já existia (ano marcado);trauma-0816;;;Na coxa, o septo intermuscular posterior separa os compartimentos
2012;49;já existia (ano marcado);pediatria-0393;;;O fêmur curto congênito com pseudartrose móvel do fêmur proximal é classificado, segundo PALEY, como do tipo
2012;50;já existia (ano marcado);osteometabolicas-0060;;;O raquitismo por hipovitaminose D apresenta anomalia genética do cromossomo X com herança dominante em
2012;51;NOVA (adicionada e comentada);pediatria-0666;C;alta;A isquemia de VOLKMANN, na fratura supracondiliana do úmero GARTLAND III, é mais comum em pacientes tratados com
2012;52;já existia (ano marcado);conceitos-basicos-0208;;;Segundo CIERNY e MADER, a osteomielite diafisária classificada como localizada corresponde ao tipo
2012;53;já existia (ano marcado);pe-tornozelo-0254;;;O “sinal dos muitos dedos” ocorre pela
2012;54;já existia (ano marcado);joelho-0214;;;O momento de força resultante da carga na articulação femoropatelar na descida de escadas é maior do que o peso corporal em
2012;55;já existia (ano marcado);trauma-0817;;;A fratura do quinto osso metatarsal do tipo III-A de DELEE corresponde à
2012;56;já existia (ano marcado);joelho-0215;;;Na perna, os nervos fibular profundo e sural localizam-se, respectivamente, nos compartimentos
2012;57;já existia (ano marcado);coluna-0243;;;O uso das órteses do tipo OTLS, para o tratamento da escoliose idiopática do adolescente, é indicado em curvas com ápice inferior a
2012;58;já existia (ano marcado);pe-tornozelo-0255;;;No pé plano flexível, o ângulo de MEARY é formado entre os longos eixos do
2012;59;já existia (ano marcado);pe-tornozelo-0256;;;As coalizões tarsais mais frequentes são a
2012;60;já existia (ano marcado);trauma-0818;;;Na síndrome compartimental aguda da perna, o limite inferior da pressão intracompartimental para a indicação de fasciotomia é
2012;61;já existia (ano marcado);pe-tornozelo-0257;;;A fascite plantar caracteriza-se por dor na face medial da tuberosidade do calcâneo
2012;62;já existia (ano marcado);ombro-cotovelo-0325;;;A subluxação da cabeça do rádio após a osteossíntese de uma fratura-luxação de MONTEGGIA é associada à
2012;63;já existia (ano marcado);trauma-0819;;;A lesão de ESSEX-LOPRESTI caracteriza-se por uma instabilidade da radioulnar distal associada à fratura da
2012;64;já existia (ano marcado);mao-0494;;;O retalho pediculado tênar para cobertura de amputação da extremidade distal do dedo anular tem como principal complicação a contratura em
2012;65;já existia (ano marcado);trauma-0820;;;Na fratura de BENNETT, a deformidade da cabeça do primeiro osso metacarpal ocorre pela ação do músculo
2012;66;já existia (ano marcado);mao-0495;;;A articulação mais acometida nos processos de osteoartrose do polegar é a
2012;67;já existia (ano marcado);quadril-0195;;;Nas tendinobursites do quadril, as bursas mais acometidas são a do grande trocanter,
2012;68;já existia (ano marcado);trauma-0821;;;Na fratura do pilão tibial com desvio póstero-medial, os nervos com maior risco de lesão são os
2012;69;já existia (ano marcado);ombro-cotovelo-0326;;;Na rigidez do cotovelo, são causas extrínseca e intrínseca, respectivamente,
2012;70;já existia (ano marcado);conceitos-basicos-0209;;;Na consolidação viciosa da fratura dos ossos longos, quando o ápice da deformidade se encontra no mesmo nível nas radiografias frontal e lateral, o plano da deformidade é
2012;71;já existia (ano marcado);trauma-0822;;;No ombro flutuante, ocorre a lesão
2012;72;já existia (ano marcado);ombro-cotovelo-0327;;;Na artrodese do ombro, a elevação do braço pode alcançar até
2012;73;já existia (ano marcado);ombro-cotovelo-0328;;;Na capsulite adesiva, a fase I é caracterizada por
2012;74;já existia (ano marcado);trauma-0823;;;Segundo LAUGE-HANSEN, a lesão do tornozelo tipo pronação - abdução apresenta como característica principal a fratura
2012;75;já existia (ano marcado);trauma-0824;;;Na fratura exposta da tíbia, é indicação de amputação
2012;76;já existia (ano marcado);ombro-cotovelo-0329;;;Dor durante a primeira fase do teste de O’BRIEN, que melhora na segunda fase, indica lesão
2012;77;já existia (ano marcado);trauma-0825;;;Na luxação traumática anterior do quadril, a ruptura da cápsula articular ocorre em suas porções anterior e
2012;78;NOVA (adicionada e comentada);pediatria-0667;D;média;Na fratura da extremidade proximal do úmero na criança, frequentemente obtém- se a redução incruenta em abdução e
2012;79;já existia (ano marcado);ombro-cotovelo-0330;;;A positividade do teste do sulco, com o ombro em zero grau de abdução, indica
2012;80;já existia (ano marcado);mao-0496;;;A reinserção da fibrocartilagem triangular é indicada na lesão do tipo
2012;81;já existia (ano marcado);tumores-0269;;;Na fase inicial da doença de PAGET, existe predomínio da atividade
2012;82;já existia (ano marcado);pediatria-0394;;;O tratamento do pé torto congênito pelo método de PONSETI inicia-se com a correção
2012;83;já existia (ano marcado);pediatria-0395;;;Na paralisia cerebral, o aparecimento da cifose lombar deve-se ao encurtamento dos músculos
2012;84;já existia (ano marcado);ombro-cotovelo-0331;;;Na luxação anterior do ombro, o fator que, isoladamente, mais influencia no índice de recidiva é a
2012;85;já existia (ano marcado);trauma-0826;;;Na fratura da extremidade proximal do úmero, o fator mais determinante no resultado da artroplastia parcial é a
2012;86;já existia (ano marcado);joelho-0216;;;Na osteocondrite dissecante do joelho, quando o fragmento osteoarticular é instável, o sinal na imagem de ressonância magnética entre a lesão e o osso subcondral adjacente é
2012;87;já existia (ano marcado);trauma-0827;;;Na fratura de estresse do colo do fêmur, o tratamento cirúrgico precoce é indicado quando a localização do traço é
2012;88;já existia (ano marcado);ombro-cotovelo-0332;;;Na luxação póstero-lateral do cotovelo, a última estrutura a se romper é
2012;89;NOVA (adicionada e comentada);mao-0587;D;alta;Na pseudartrose do escafoide com colapso avançado do punho, a artrose estágio I ocorre entre o escafoide e
2012;90;já existia (ano marcado);ombro-cotovelo-0333;;;Na epicondilite lateral do cotovelo, o diagnóstico diferencial deve ser feito com a síndrome do interósseo posterior e a
2012;91;NOVA (adicionada e comentada);pediatria-0668;D;alta;Na radiografia do cotovelo de uma criança de sete anos de idade, os núcleos epifisários ossificados são
2012;92;já existia (ano marcado);mao-0497;;;Na síndrome compressiva do nervo interósseo anterior, há comprometimento dos músculos flexores
2012;93;já existia (ano marcado);trauma-0828;;;Na fratura da diáfise femoral da criança, com diâmetro mínimo do canal medular de 8 mm, na incidência ântero-posterior, e de 7 mm, no perfil, as hastes flexíveis para a osteossíntese devem ter diâmetro de
2012;94;já existia (ano marcado);conceitos-basicos-0210;;;No fixador externo circular, uma medida para aumentar a rigidez da montagem é
2012;95;já existia (ano marcado);mao-0498;;;A compressão do nervo interósseo posterior na arcada de FROHSE caracteriza-se pela
2012;96;já existia (ano marcado);mao-0499;;;O tratamento recomendado para lesão ligamentar carpal do pequeno arco, aguda e redutível, é
2012;97;já existia (ano marcado);mao-0500;;;A deformidade do polegar reumatoide do tipo IV de NALEBUFF ocorre principalmente por frouxidão
2012;98;já existia (ano marcado);conceitos-basicos-0211;;;A distrofia simpático-reflexa (síndrome dolorosa complexa regional) ocorre com maior incidência no uso continuado de
2012;99;já existia (ano marcado);tumores-0270;;;Na lesão metastática distal ao joelho e ao cotovelo, o tumor primário mais comum é o de
2012;100;já existia (ano marcado);trauma-0914;;;Na fratura diafisária da tíbia em paciente politraumatizado, o acometimento pulmonar decorrente do tratamento com haste intramedular fresada é
2013;1;NOVA (adicionada e comentada);joelho-0269;C;média;Na reconstrução do ligamento cruzado posterior, a complicação mais frequente é a
2013;2;NOVA (adicionada e comentada);mao-0588;B;alta;Segundo NAVARRO, além do semilunar, a coluna central do carpo é constituída pelo
2013;3;NOVA (adicionada e comentada);quadril-0330;D;baixa;Na artroplastia total do quadril, o braço de alavanca abdutor diminui com
2013;4;já existia (ano marcado);trauma-0641;;;A indicação mais frequente de redução cruenta na fratura da clavícula é
2013;5;NOVA (adicionada e comentada);coluna-0305;B;alta;Segundo o índice de gravidade de lesão toracolombar de VACCARO, o fator que recebe maior pontuação é
2013;6;NOVA (adicionada e comentada);quadril-0331;D;alta;Na avaliação da redução da fratura do colo do fêmur, o índice de alinhamento de GARDEN na radiografia em AP e em perfil deve ser, respectivamente, de
2013;7;NOVA (adicionada e comentada);pediatria-0669;A;alta;A deformidade associada à pseudartrose congênita da tíbia é o encurvamento
2013;8;já existia (ano marcado);pediatria-0265, pediatria-0456;;;Órtese de PAVLIK, quando colocada em hiperflexão, tem como principal complicação a
2013;9;NOVA (adicionada e comentada);ombro-cotovelo-0457;B;alta;Na avulsão da porção umeral do ligamento glenoumeral (HAGL), ocorre ruptura do ligamento glenoumeral
2013;10;NOVA (adicionada e comentada);joelho-0270;C;média;A osteocondrite dissecante da patela difere do defeito dorsal da patela por
2013;11;NOVA (adicionada e comentada);mao-0589;B;alta;A fratura do processo estiloide radial é frequentemente associada a lesão do ligamento
2013;12;NOVA (adicionada e comentada);trauma-1087;B;alta;Na fratura do calcâneo, a complicação mais frequentemente observada após a osteossíntese é a
